EmployeeKey,ParentEmployeeKey,EmployeeNationalIDAlternateKey,ParentEmployeeNationalIDAlternateKey,SalesTerritoryKey,FirstName,LastName,MiddleName,NameStyle,Title,HireDate,BirthDate,LoginID,EmailAddress,Phone,MaritalStatus,EmergencyContactName,EmergencyContactPhone,SalariedFlag,Gender,PayFrequency,BaseRate,VacationHours,SickLeaveHours,CurrentFlag,SalesPersonFlag,DepartmentName,StartDate,EndDate,Status
208,188.0,568626529,,11,John,Frum,N,False,Production Technician - WC30,2008-10-01,1981-10-22,adventure-works\john3,john3@adventure-works.com,663-555-0172,S,John Frum,663-555-0172,False,M,1,9.5,27,33,True,False,Production,2008-10-01,,Current
209,177.0,301435199,,11,Merav,Netz,A,False,Production Technician - WC30,2008-10-01,1982-12-11,adventure-works\merav0,merav0@adventure-works.com,224-555-0187,M,Merav Netz,224-555-0187,False,F,1,9.5,46,43,True,False,Production,2008-10-01,,Current
210,46.0,368691270,,11,Brian,LaMee,P,False,Scheduling Assistant,2008-10-01,1984-03-11,adventure-works\brian1,brian1@adventure-works.com,313-555-0196,M,Brian LaMee,313-555-0196,False,M,2,16.0,48,44,True,False,Production Control,2008-10-01,,Current
211,40.0,211789056,,11,Kitti,Lertpiriyasuwat,H,False,Production Technician - WC50,2008-10-02,1987-01-04,adventure-works\kitti0,kitti0@adventure-works.com,785-555-0132,S,Kitti Lertpiriyasuwat,785-555-0132,False,F,1,11.0,89,64,True,False,Production,2008-10-02,,Current
212,20.0,63179277,,11,Jay,Adams,G,False,Production Technician - WC60,2008-10-03,1975-09-11,adventure-works\jay0,jay0@adventure-works.com,407-555-0165,S,Jay Adams,407-555-0165,False,M,1,12.45,32,36,True,False,Production,2008-10-03,,Current
213,188.0,587567941,,11,Jan,Miksovsky,S,False,Production Technician - WC30,2008-10-03,1974-06-15,adventure-works\jan0,jan0@adventure-works.com,139-555-0131,S,Jan Miksovsky,139-555-0131,False,M,1,9.5,30,35,True,False,Production,2008-10-03,,Current
214,23.0,634335025,,11,Brenda,Diaz,M,False,Production Supervisor - WC40,2008-10-03,1982-09-28,adventure-works\brenda0,brenda0@adventure-works.com,142-555-0139,M,Brenda Diaz,142-555-0139,False,F,2,25.0,71,55,True,False,Production,2008-10-03,,Current
215,126.0,65848458,,11,Andrew,Cencini,M,False,Production Technician - WC45,2008-10-04,1988-04-24,adventure-works\andrew1,andrew1@adventure-works.com,207-555-0192,S,Andrew Cencini,207-555-0192,False,M,1,10.0,73,56,True,False,Production,2008-10-04,,Current
216,92.0,260805477,,11,Chris,Norred,K,False,Control Specialist,2008-10-04,1986-12-24,adventure-works\chris1,chris1@adventure-works.com,575-555-0126,M,Chris Norred,575-555-0126,False,M,2,16.8269,75,57,True,False,Document Control,2008-10-04,,Current
217,18.0,442121106,,11,Chris,Okelberry,O,False,Production Technician - WC60,2008-10-05,1986-03-07,adventure-works\chris2,chris2@adventure-works.com,315-555-0144,S,Chris Okelberry,315-555-0144,False,M,1,12.45,16,28,True,False,Production,2008-10-05,,Current
218,147.0,300946911,,11,Shelley,Dyck,N,False,Production Technician - WC20,2008-10-05,1986-07-08,adventure-works\shelley0,shelley0@adventure-works.com,991-555-0184,S,Shelley Dyck,991-555-0184,False,F,1,14.0,14,27,True,False,Production,2008-10-05,,Current
219,214.0,440379437,,11,Gabe,Mares,B,False,Production Technician - WC40,2008-10-06,1987-12-09,adventure-works\gabe0,gabe0@adventure-works.com,310-555-0117,M,Gabe Mares,310-555-0117,False,M,1,15.0,57,48,True,False,Production,2008-10-06,,Current
220,142.0,480951955,,11,Mike,Seamans,K,False,Accountant,2008-10-06,1979-01-29,adventure-works\mike0,mike0@adventure-works.com,927-555-0150,S,Mike Seamans,927-555-0150,True,M,2,26.4423,59,49,True,False,Finance,2008-10-06,,Current
221,162.0,879342154,,11,Michael,Raheem,,False,Research and Development Manager,2008-12-01,1984-06-30,adventure-works\michael6,michael6@adventure-works.com,330-555-2568,M,Michael Raheem,330-555-2568,True,M,2,42.4808,16,64,True,False,Research and Development,2008-12-01,,Current
222,152.0,141165819,,11,Gary,Altman,E.,False,Facilities Manager,2009-07-02,1970-09-18,adventure-works\gary1,gary1@adventure-works.com,110-555-0112,M,Gary Altman,110-555-0112,True,M,2,24.0385,86,63,True,False,Facilities and Maintenance,2009-07-02,,Current
223,20.0,537092325,,11,Charles,Fitzgerald,B,False,Production Technician - WC60,2009-07-03,1971-04-02,adventure-works\charles0,charles0@adventure-works.com,931-555-0118,S,Charles Fitzgerald,931-555-0118,False,M,1,12.45,27,33,True,False,Production,2009-07-03,,Current
224,27.0,455563743,,11,Ebru,Ersan,N,False,Production Technician - WC10,2009-07-06,1986-04-22,adventure-works\ebru0,ebru0@adventure-works.com,202-555-0187,S,Ebru Ersan,202-555-0187,False,M,1,13.45,93,66,True,False,Production,2009-07-06,,Current
225,111.0,701156975,,11,Sylvester,Valdez,A,False,Production Technician - WC20,2009-07-11,1970-06-12,adventure-works\sylvester0,sylvester0@adventure-works.com,492-555-0174,M,Sylvester Valdez,492-555-0174,False,M,1,14.0,4,22,True,False,Production,2009-07-11,,Current
226,53.0,1662732,,11,Brian,Goldstein,Richard,False,Production Technician - WC40,2009-07-11,1970-07-23,adventure-works\brian2,brian2@adventure-works.com,730-555-0117,S,Brian Goldstein,730-555-0117,False,M,1,15.0,63,51,True,False,Production,2009-07-11,,Current
227,278.0,407505660,,11,Linda,Meisner,P,False,Buyer,2009-07-17,1970-06-30,adventure-works\linda2,linda2@adventure-works.com,916-555-0165,M,Linda Meisner,916-555-0165,False,F,2,18.2692,56,48,True,False,Purchasing,2009-07-17,,Current
228,66.0,294148271,,11,Betsy,Stadick,A,False,Production Technician - WC10,2009-07-18,1942-07-17,adventure-works\betsy0,betsy0@adventure-works.com,405-555-0171,S,Betsy Stadick,405-555-0171,False,F,1,13.45,99,69,True,False,Production,2009-07-18,,Current
229,222.0,552560652,,11,Magnus,Hedlund,E,False,Facilities Administrative Assistant,2009-07-21,1971-03-27,adventure-works\magnus0,magnus0@adventure-works.com,583-555-0182,M,Magnus Hedlund,583-555-0182,False,M,2,9.75,87,63,True,False,Facilities and Maintenance,2009-07-21,,Current
230,20.0,834186596,,11,Karan,Khanna,R,False,Production Technician - WC60,2009-07-22,1969-10-05,adventure-works\karan0,karan0@adventure-works.com,447-555-0186,S,Karan Khanna,447-555-0186,False,M,1,12.45,28,34,True,False,Production,2009-07-22,,Current
231,27.0,717889520,,11,Mary,Baker,R,False,Production Technician - WC10,2009-07-25,1986-04-19,adventure-works\mary1,mary1@adventure-works.com,283-555-0185,M,Mary Baker,283-555-0185,False,F,1,13.45,94,67,True,False,Production,2009-07-25,,Current
232,27.0,801365500,,11,Kevin,Homer,M,False,Production Technician - WC10,2009-07-25,1986-04-19,adventure-works\kevin2,kevin2@adventure-works.com,555-555-0113,S,Kevin Homer,555-555-0113,False,M,1,13.45,90,65,True,False,Production,2009-07-25,,Current
233,53.0,413787783,,11,Mihail,Frintu,U,False,Production Technician - WC40,2009-07-29,1970-10-07,adventure-works\mihail0,mihail0@adventure-works.com,733-555-0128,S,Mihail Frintu,733-555-0128,False,M,1,15.0,64,52,True,False,Production,2009-07-29,,Current
234,189.0,109272464,,11,Bonnie,Kearney,N,False,Production Technician - WC10,2009-08-01,1986-04-10,adventure-works\bonnie0,bonnie0@adventure-works.com,264-555-0150,M,Bonnie Kearney,264-555-0150,False,F,1,13.45,89,64,True,False,Production,2009-08-01,,Current
235,278.0,482810518,,11,Fukiko,Ogisu,J,False,Buyer,2009-08-04,1970-06-24,adventure-works\fukiko0,fukiko0@adventure-works.com,520-555-0177,M,Fukiko Ogisu,520-555-0177,False,M,2,18.2692,57,48,True,False,Purchasing,2009-08-04,,Current
236,111.0,113393530,,11,Hung-Fu,Ting,T,False,Production Technician - WC20,2009-08-06,1971-05-23,adventure-works\hung-fu0,hung-fu0@adventure-works.com,497-555-0181,S,Hung-Fu Ting,497-555-0181,False,M,1,14.0,0,20,True,False,Production,2009-08-06,,Current
237,278.0,466142721,,11,Gordon,Hee,L,False,Buyer,2009-08-11,1942-06-29,adventure-works\gordon0,gordon0@adventure-works.com,230-555-0144,M,Gordon Hee,230-555-0144,False,M,2,18.2692,52,46,True,False,Purchasing,2009-08-11,,Current
238,66.0,390124815,,11,Kimberly,Zimmerman,B,False,Production Technician - WC10,2009-08-12,1986-04-13,adventure-works\kimberly0,kimberly0@adventure-works.com,123-555-0167,S,Kimberly Zimmerman,123-555-0167,False,F,1,13.45,95,67,True,False,Production,2009-08-12,,Current
239,18.0,6298838,,11,Kim,Abercrombie,B,False,Production Technician - WC60,2009-08-16,1942-07-14,adventure-works\kim1,kim1@adventure-works.com,208-555-0114,M,Kim Abercrombie,208-555-0114,False,F,1,12.45,24,32,True,False,Production,2009-08-16,,Current
240,53.0,943170460,,11,Sandeep,Kaliyath,P,False,Production Technician - WC40,2009-08-17,1970-07-03,adventure-works\sandeep0,sandeep0@adventure-works.com,166-555-0156,S,Sandeep Kaliyath,166-555-0156,False,M,1,15.0,65,52,True,False,Production,2009-08-17,,Current
241,111.0,339233463,,11,Prasanna,Samarawickrama,E,False,Production Technician - WC20,2009-08-22,1952-11-28,adventure-works\prasanna0,prasanna0@adventure-works.com,129-555-0199,M,Prasanna Samarawickrama,129-555-0199,False,M,1,14.0,5,22,True,False,Production,2009-08-22,,Current
242,278.0,367453993,,11,Frank,Pellow,S,False,Buyer,2009-08-23,1951-12-11,adventure-works\frank2,frank2@adventure-works.com,163-555-0147,M,Frank Pellow,163-555-0147,False,M,2,18.2692,58,49,True,False,Purchasing,2009-08-23,,Current
243,111.0,872923042,,11,Min,Su,G,False,Production Technician - WC20,2009-08-24,1974-04-10,adventure-works\min0,min0@adventure-works.com,590-555-0152,M,Min Su,590-555-0152,False,M,1,14.0,1,20,True,False,Production,2009-08-24,,Current
244,53.0,697712387,,11,Eric,Brown,L,False,Production Technician - WC40,2009-08-24,1942-07-08,adventure-works\eric1,eric1@adventure-works.com,680-555-0118,M,Eric Brown,680-555-0118,False,M,1,15.0,60,50,True,False,Production,2009-08-24,,Current
245,278.0,381073001,,11,Eric,Kurjan,S,False,Buyer,2009-08-27,1972-04-17,adventure-works\eric2,eric2@adventure-works.com,265-555-0195,S,Eric Kurjan,265-555-0195,False,M,2,18.2692,54,47,True,False,Purchasing,2009-08-27,,Current
246,51.0,646304055,,11,Pat,Coleman,H,False,Janitor,2009-08-27,1970-07-03,adventure-works\pat0,pat0@adventure-works.com,720-555-0158,S,Pat Coleman,720-555-0158,False,M,1,9.25,89,64,True,False,Facilities and Maintenance,2009-08-27,,Current
247,20.0,414476027,,11,Maciej,Dusza,W,False,Production Technician - WC60,2009-08-29,1954-08-30,adventure-works\maciej0,maciej0@adventure-works.com,237-555-0128,S,Maciej Dusza,237-555-0128,False,M,1,12.45,30,35,True,False,Production,2009-08-29,,Current
248,278.0,785853949,,11,Erin,Hagens,M,False,Buyer,2009-08-31,1970-08-04,adventure-works\erin0,erin0@adventure-works.com,842-555-0158,S,Erin Hagens,842-555-0158,False,F,2,18.2692,53,46,True,False,Purchasing,2009-08-31,,Current
249,66.0,90888098,,11,Patrick,Wedge,C,False,Production Technician - WC10,2009-09-01,1986-04-10,adventure-works\patrick0,patrick0@adventure-works.com,413-555-0124,S,Patrick Wedge,413-555-0124,False,M,1,13.45,96,68,True,False,Production,2009-09-01,,Current
250,53.0,947029962,,11,Frank,Martinez,R,False,Production Technician - WC40,2009-09-05,1951-10-01,adventure-works\frank3,frank3@adventure-works.com,203-555-0196,M,Frank Martinez,203-555-0196,False,M,1,15.0,66,53,True,False,Production,2009-09-05,,Current
251,18.0,461786517,,11,Ed,Dudenhoefer,R,False,Production Technician - WC60,2009-09-05,1971-04-11,adventure-works\ed0,ed0@adventure-works.com,919-555-0140,S,Ed Dudenhoefer,919-555-0140,False,M,1,12.45,25,32,True,False,Production,2009-09-05,,Current
252,27.0,393421437,,11,Christopher,Hill,E,False,Production Technician - WC10,2009-09-08,1986-05-01,adventure-works\christopher0,christopher0@adventure-works.com,153-555-0166,M,Christopher Hill,153-555-0166,False,M,1,13.45,91,65,True,False,Production,2009-09-08,,Current
253,53.0,988315686,,11,Patrick,Cook,M,False,Production Technician - WC40,2009-09-12,1973-07-23,adventure-works\patrick1,patrick1@adventure-works.com,425-555-0117,M,Patrick Cook,425-555-0117,False,M,1,15.0,61,50,True,False,Production,2009-09-12,,Current
254,111.0,56772045,,11,Krishna,Sunkammurali,,False,Production Technician - WC20,2009-09-13,1971-04-05,adventure-works\krishna0,krishna0@adventure-works.com,491-555-0183,S,Krishna Sunkammurali,491-555-0183,False,M,1,14.0,2,21,True,False,Production,2009-09-13,,Current
255,51.0,879334904,,11,Lori,Penor,K,False,Janitor,2009-09-16,1970-02-28,adventure-works\lori1,lori1@adventure-works.com,295-555-0161,M,Lori Penor,295-555-0161,False,F,1,9.25,90,65,True,False,Facilities and Maintenance,2009-09-16,,Current
256,66.0,82638150,,11,Danielle,Tiedt,C,False,Production Technician - WC10,2009-09-20,1986-04-07,adventure-works\danielle0,danielle0@adventure-works.com,500-555-0172,S,Danielle Tiedt,500-555-0172,False,F,1,13.45,97,68,True,False,Production,2009-09-20,,Current
257,43.0,343861179,,11,Sootha,Charncherngkha,T,False,Quality Assurance Technician,2009-09-23,1942-07-05,adventure-works\sootha0,sootha0@adventure-works.com,325-555-0137,M,Sootha Charncherngkha,325-555-0137,False,M,2,10.5769,85,62,True,False,Quality Assurance,2009-09-23,,Current
258,20.0,582347317,,11,Michael,Zwilling,J,False,Production Technician - WC60,2009-09-23,1973-04-05,adventure-works\michael7,michael7@adventure-works.com,582-555-0148,S,Michael Zwilling,582-555-0148,False,M,1,12.45,26,33,True,False,Production,2009-09-23,,Current
259,20.0,8066363,,11,Randy,Reeves,T,False,Production Technician - WC60,2009-09-23,1969-11-26,adventure-works\randy0,randy0@adventure-works.com,961-555-0122,M,Randy Reeves,961-555-0122,False,M,1,12.45,29,34,True,False,Production,2009-09-23,,Current
260,27.0,561196580,,11,John,Kane,T,False,Production Technician - WC10,2009-09-27,1986-04-28,adventure-works\john4,john4@adventure-works.com,254-555-0114,S,John Kane,254-555-0114,False,M,1,13.45,92,66,True,False,Production,2009-09-27,,Current
261,53.0,58791499,,11,Jack,Creasey,T,False,Production Technician - WC40,2009-10-01,1973-03-29,adventure-works\jack1,jack1@adventure-works.com,521-555-0113,S,Jack Creasey,521-555-0113,False,M,1,15.0,62,51,True,False,Production,2009-10-01,,Current
262,111.0,163347032,,11,Olinda,Turner,C,False,Production Technician - WC20,2009-10-02,1969-11-02,adventure-works\olinda0,olinda0@adventure-works.com,306-555-0186,S,Olinda Turner,306-555-0186,False,F,1,14.0,3,21,True,False,Production,2009-10-02,,Current
263,51.0,28414965,,11,Stuart,Macrae,J,False,Janitor,2009-10-03,1971-07-17,adventure-works\stuart1,stuart1@adventure-works.com,539-555-0149,M,Stuart Macrae,539-555-0149,False,M,1,9.25,88,64,True,False,Facilities and Maintenance,2009-10-03,,Current
264,51.0,153479919,,11,Jo,Berry,L,False,Janitor,2009-10-05,1953-11-22,adventure-works\jo1,jo1@adventure-works.com,228-555-0159,M,Jo Berry,228-555-0159,False,F,1,9.25,91,65,True,False,Facilities and Maintenance,2009-10-05,,Current
265,278.0,20269531,,11,Ben,Miller,T,False,Buyer,2009-10-07,1973-01-01,adventure-works\ben0,ben0@adventure-works.com,151-555-0113,M,Ben Miller,151-555-0113,False,M,2,18.2692,55,47,True,False,Purchasing,2009-10-07,,Current
266,66.0,826454897,,11,Tom,Vande Velde,M,False,Production Technician - WC10,2009-10-08,1986-05-01,adventure-works\tom0,tom0@adventure-works.com,295-555-0161,M,Tom Vande Velde,295-555-0161,False,M,1,13.45,98,69,True,False,Production,2009-10-08,,Current
267,3.0,974026903,,11,Ovidiu,Cracium,V,False,Senior Tool Designer,2010-07-05,1977-08-17,adventure-works\ovidiu0,ovidiu0@adventure-works.com,719-555-0181,S,Ovidiu Cracium,719-555-0181,False,M,2,28.8462,7,23,True,False,Tool Design,2010-07-05,,Current
268,278.0,437296311,,11,Annette,Hill,L,False,Purchasing Assistant,2010-07-06,1977-08-29,adventure-works\annette0,annette0@adventure-works.com,125-555-0196,M,Annette Hill,125-555-0196,False,F,2,12.75,50,45,True,False,Purchasing,2010-07-06,,Current
269,267.0,486228782,,11,Janice,Galvin,M,False,Tool Designer,2010-07-23,1988-12-26,adventure-works\janice0,janice0@adventure-works.com,473-555-0117,M,Janice Galvin,473-555-0117,False,F,2,25.0,8,24,True,False,Tool Design,2010-07-23,,Current
270,278.0,280633567,,11,Reinout,Hillmann,N,False,Purchasing Assistant,2010-07-25,1977-08-17,adventure-works\reinout0,reinout0@adventure-works.com,370-555-0163,M,Reinout Hillmann,370-555-0163,False,M,2,12.75,51,45,True,False,Purchasing,2010-07-25,,Current
271,3.0,42487730,,11,Michael,Sullivan,I,False,Senior Design Engineer,2010-07-30,1979-01-14,adventure-works\michael8,michael8@adventure-works.com,465-555-0156,S,Michael Sullivan,465-555-0156,True,M,2,36.0577,3,21,True,False,Engineering,2010-07-30,,Current
272,277.0,502097814,,11,Stephen,Jiang,Y,False,North American Sales Manager,2010-08-04,1951-05-17,adventure-works\stephen0,stephen0@adventure-works.com,238-555-0197,M,Stephen Jiang,238-555-0197,True,M,2,48.101,14,27,True,True,Sales,2010-08-04,,Current
273,7.0,323403273,,11,Wanida,Benshoof,M,False,Marketing Assistant,2010-08-07,1974-10-15,adventure-works\wanida0,wanida0@adventure-works.com,708-555-0141,M,Wanida Benshoof,708-555-0141,False,F,2,13.4615,41,40,True,False,Marketing,2010-08-07,,Current
274,3.0,56920285,,11,Sharon,Salavaria,B,False,Design Engineer,2010-08-18,1960-11-30,adventure-works\sharon0,sharon0@adventure-works.com,970-555-0138,M,Sharon Salavaria,970-555-0138,True,F,2,32.6923,4,22,True,False,Engineering,2010-08-18,,Current
275,7.0,222969461,,11,John,Wood,L,False,Marketing Specialist,2010-09-07,1977-10-04,adventure-works\john5,john5@adventure-works.com,486-555-0150,S,John Wood,486-555-0150,False,M,2,14.4231,48,44,True,False,Marketing,2010-09-07,,Current
276,7.0,52541318,,11,Mary,Dempsey,A,False,Marketing Assistant,2010-09-14,1977-08-29,adventure-works\mary2,mary2@adventure-works.com,124-555-0114,S,Mary Dempsey,124-555-0114,False,F,2,13.4615,43,41,True,False,Marketing,2010-09-14,,Current
277,112.0,112432117,,11,Brian,Welcker,S,False,Vice President of Sales,2010-09-15,1977-01-04,adventure-works\brian3,brian3@adventure-works.com,716-555-0127,S,Brian Welcker,716-555-0127,True,M,2,72.1154,10,25,True,False,Sales,2010-09-15,,Current
278,73.0,895209680,,11,Sheela,Word,H,False,Purchasing Manager,2010-09-25,1977-09-10,adventure-works\sheela0,sheela0@adventure-works.com,210-555-0193,S,Sheela Word,210-555-0193,True,F,2,30.0,49,44,True,False,Purchasing,2010-09-25,2011-02-27,
279,73.0,895209680,,11,Sheela,Word,H,False,Purchasing Manager,2010-09-25,1977-09-10,adventure-works\sheela0,sheela0@adventure-works.com,210-555-0193,S,Sheela Word,210-555-0193,True,F,2,30.0,49,44,True,False,Purchasing,2011-02-28,2012-02-12,
280,73.0,895209680,,11,Sheela,Word,H,False,Purchasing Manager,2010-09-25,1977-09-10,adventure-works\sheela0,sheela0@adventure-works.com,210-555-0193,S,Sheela Word,210-555-0193,True,F,2,30.0,49,44,True,False,Purchasing,2012-02-13,,Current
281,272.0,841560125,,2,Michael,Blythe,G,False,Sales Representative,2010-12-29,1968-07-25,adventure-works\michael9,michael9@adventure-works.com,257-555-0154,S,Michael Blythe,257-555-0154,True,M,2,23.0769,38,39,True,True,Sales,2010-12-29,,Current
282,272.0,191644724,,4,Linda,Mitchell,C,False,Sales Representative,2010-12-29,1979-09-27,adventure-works\linda3,linda3@adventure-works.com,883-555-0116,M,Linda Mitchell,883-555-0116,True,F,2,23.0769,27,33,True,True,Sales,2010-12-29,,Current
283,272.0,615389812,,3,Jillian,Carson,,False,Sales Representative,2010-12-29,1962-03-29,adventure-works\jillian0,jillian0@adventure-works.com,517-555-0117,S,Jillian Carson,517-555-0117,True,F,2,23.0769,24,32,True,True,Sales,2010-12-29,,Current
284,272.0,234474252,,6,Garrett,Vargas,R,False,Sales Representative,2010-12-29,1974-09-04,adventure-works\garrett1,garrett1@adventure-works.com,922-555-0165,M,Garrett Vargas,922-555-0165,True,M,2,23.0769,33,36,True,True,Sales,2010-12-29,,Current
285,272.0,716374314,,5,Tsvi,Reiter,Michael,False,Sales Representative,2010-12-29,1973-08-18,adventure-works\tsvi0,tsvi0@adventure-works.com,664-555-0112,M,Tsvi Reiter,664-555-0112,True,M,2,23.0769,29,34,True,True,Sales,2010-12-29,,Current
286,272.0,61161660,,1,Pamela,Ansman-Wolfe,O,False,Sales Representative,2010-12-29,1974-07-06,adventure-works\pamela0,pamela0@adventure-works.com,340-555-0193,S,Pamela Ansman-Wolfe,340-555-0193,True,F,2,23.0769,22,31,True,True,Sales,2010-12-29,,Current
287,272.0,139397894,,4,Shu,Ito,K,False,Sales Representative,2010-12-29,1943-10-08,adventure-works\shu0,shu0@adventure-works.com,330-555-0120,M,Shu Ito,330-555-0120,True,M,2,23.0769,26,33,True,True,Sales,2010-12-29,,Current
288,272.0,399771412,,6,José,Saraiva,Edvaldo,False,Sales Representative,2010-12-29,1939-07-11,adventure-works\josé1,josé1@adventure-works.com,185-555-0169,M,José Saraiva,185-555-0169,True,M,2,23.0769,31,35,True,True,Sales,2010-12-29,,Current
289,272.0,987554265,,1,David,Campbell,R,False,Sales Representative,2010-12-29,1973-09-11,adventure-works\david8,david8@adventure-works.com,740-555-0182,S,David Campbell,740-555-0182,True,M,2,23.0769,23,31,True,True,Sales,2010-12-29,,Current
290,277.0,982310417,,11,Amy,Alberts,E,False,European Sales Manager,2011-11-15,1957-04-20,adventure-works\amy0,amy0@adventure-works.com,775-555-0164,M,Amy Alberts,775-555-0164,True,F,2,48.101,21,30,True,True,Sales,2011-11-15,,Current
291,290.0,668991357,,10,Jae,Pak,B,False,Sales Representative,2011-12-29,1967-10-16,adventure-works\jae0,jae0@adventure-works.com,1 (11) 500 555-0145,M,Jae Pak,1 (11) 500 555-0145,True,F,2,23.0769,37,38,True,True,Sales,2011-12-29,,Current
292,290.0,134219713,,7,Ranjit,Varkey Chudukatil,R,False,Sales Representative,2011-12-29,1975-04-30,adventure-works\ranjit0,ranjit0@adventure-works.com,1 (11) 500 555-0117,S,Ranjit Varkey Chudukatil,1 (11) 500 555-0117,True,M,2,23.0769,34,37,True,True,Sales,2011-12-29,,Current
293,272.0,90836195,,1,Tete,Mensa-Annan,A,False,Sales Representative,2012-04-30,1977-08-05,adventure-works\tete0,tete0@adventure-works.com,615-555-0153,M,Tete Mensa-Annan,615-555-0153,True,M,2,23.0769,39,39,True,True,Sales,2012-04-30,,Current
294,277.0,481044938,,11,Syed,Abbas,E,False,Pacific Sales Manager,2012-10-12,1974-08-11,adventure-works\syed0,syed0@adventure-works.com,926-555-0182,M,Syed Abbas,926-555-0182,True,M,2,48.101,20,30,True,True,Sales,2012-10-12,,Current
295,290.0,954276278,,8,Rachel,Valdez,B,False,Sales Representative,2012-12-28,1975-02-06,adventure-works\rachel0,rachel0@adventure-works.com,1 (11) 500 555-0140,S,Rachel Valdez,1 (11) 500 555-0140,True,F,2,23.0769,35,37,True,True,Sales,2012-12-28,,Current
296,294.0,758596752,,9,Lynn,Tsoflias,N,False,Sales Representative,2012-12-28,1970-10-16,adventure-works\lynn0,lynn0@adventure-works.com,1 (11) 500 555-0190,S,Lynn Tsoflias,1 (11) 500 555-0190,True,F,2,23.0769,36,38,True,True,Sales,2012-12-28,,Current
